     yr     mth    dy        x              y             z     
    1999     5     16      -0.27775        0.93768     -0.063242
    1999     5     17      -0.29108        0.92318     -0.062596
    1999     5     18      -0.30401        0.90859     -0.060279
    1999     5     19      -0.31982        0.90315     -0.060279
    1999     5     20      -0.33359         0.8875     -0.059651
    1999     5     21      -0.34688        0.87166     -0.059023
    1999     5     22      -0.36359        0.86494     -0.057386
    1999     5     23      -0.37608        0.84867     -0.056775
    1999     5     24      -0.38808        0.83225     -0.056165
    1999     5     25      -0.39964        0.81577     -0.053969
    1999     5     26      -0.41664        0.80722     -0.053969
    1999     5     27      -0.42869        0.78954     -0.053376
    1999     5     28      -0.44023         0.7718     -0.051232
    1999     5     29      -0.45629        0.76241     -0.051232
    1999     5     30       -0.4669         0.7443     -0.049123
    1999     5     31      -0.47817        0.72519     -0.048565
    1999     6      1       -0.4933        0.71508     -0.047049
    1999     6      2      -0.50354        0.69562     -0.046508
    1999     6      3       -0.5132        0.67612     -0.044486
    1999     6      4      -0.52957        0.66338     -0.044486
    1999     6      5      -0.53813        0.64359     -0.042498
    1999     6      6       -0.5471        0.62275     -0.041992
    1999     6      7       -0.5622        0.60925     -0.040545
    1999     6      8      -0.57002        0.58821     -0.038627
    1999     6      9      -0.57808         0.5661     -0.038156
    1999     6     10      -0.59179        0.55185     -0.036744
    1999     6     11      -0.59859        0.52959     -0.034896
    1999     6     12      -0.60464        0.50736     -0.033082
    1999     6     13      -0.61857        0.49028     -0.033082
    1999     6     14      -0.62325        0.46795     -0.031303
    1999     6     15      -0.63612         0.4504     -0.029942
    1999     6     16      -0.64017        0.42694     -0.028216
    1999     6     17      -0.64342        0.40362     -0.026524
    1999     6     18      -0.65515        0.38437     -0.025198
    1999     6     19      -0.65754        0.35999     -0.023558
    1999     6     20      -0.66796        0.34034      -0.02225
    1999     6     21      -0.66876        0.31612     -0.020662
    1999     6     22      -0.67788        0.29616     -0.019371
    1999     6     23      -0.67759        0.27102     -0.017835
    1999     6     24       -0.6858        0.24961     -0.016562
    1999     6     25      -0.68385        0.22484     -0.013822
    1999     6     26      -0.69133        0.20085     -0.011309
    1999     6     27      -0.69795        0.17661    -0.0087962
    1999     6     28      -0.70372        0.15215    -0.0050265
    1999     6     29      -0.70862         0.1275    -0.0025133
    1999     6     30      -0.71264        0.10269     0.0012566
    1999     7      1      -0.71578       0.077758     0.0037699
    1999     7      2      -0.71803       0.052729     0.0075397
    1999     7      3       -0.7194       0.027637      0.010053
    1999     7      4      -0.71989      0.0025129      0.012566
    1999     7      5      -0.72945      -0.022924      0.016562
    1999     7      6      -0.72815      -0.048363      0.019109
    1999     7      7      -0.72607      -0.072472      0.021656
    1999     7      8      -0.72298       -0.09775      0.025477
    1999     7      9       -0.7291       -0.12332      0.028407
    1999     7     10      -0.72451        -0.1474      0.030988
    1999     7     11      -0.71911       -0.17132      0.033569
    1999     7     12      -0.72255       -0.19767      0.036637
    1999     7     13      -0.71548       -0.22148      0.039252
    1999     7     14      -0.70803        -0.2438      0.041866
    1999     7     15      -0.70922       -0.26941      0.045073
    1999     7     16      -0.70026       -0.29149      0.047721
    1999     7     17      -0.69968       -0.31739      0.051031
    1999     7     18      -0.68921       -0.33913      0.053712
    1999     7     19      -0.68757       -0.36405      0.055768
    1999     7     20       -0.6763       -0.38419      0.058483
    1999     7     21      -0.67294       -0.40915      0.061983
    1999     7     22      -0.66878       -0.43431      0.064159
    1999     7     23       -0.6562       -0.45268      0.066942
    1999     7     24      -0.65125       -0.47664      0.069188
    1999     7     25      -0.64546       -0.50067      0.071468
    1999     7     26      -0.63103       -0.51834      0.074319
    1999     7     27      -0.62468       -0.54111      0.076668
    1999     7     28      -0.61755        -0.5639      0.079051
    1999     7     29      -0.60248       -0.57978       0.08051
    1999     7     30      -0.59398       -0.60233      0.082945
    1999     7     31       -0.5858       -0.62381      0.085415
    1999     8      1      -0.57691       -0.64524      0.087919
    1999     8      2      -0.56088       -0.65903       0.08943
    1999     8      3      -0.55077       -0.68014      0.091985
    1999     8      4      -0.54118        -0.7002      0.094575
    1999     8      5      -0.53105        -0.7203      0.095638
    1999     8      6      -0.52019       -0.74016      0.098279
    1999     8      7       -0.5087       -0.75989       0.10096
    1999     8      8      -0.49268       -0.77038       0.10096
    1999     8      9      -0.48152       -0.78886       0.10367
    1999     8     10      -0.46989       -0.80736       0.10478
    1999     8     11      -0.45761       -0.82555       0.10754
    1999     8     12      -0.44485       -0.84374       0.10868
    1999     8     13      -0.43295       -0.86083       0.11149
    1999     8     14      -0.42064       -0.87794       0.11264
    1999     8     15      -0.40362       -0.88567       0.11434
    1999     8     16      -0.39049       -0.90237        0.1155
    1999     8     17      -0.37686       -0.91889       0.11667
    1999     8     18       -0.3643       -0.93439       0.11959
    1999     8     19      -0.34807       -0.95114       0.12077
    1999     8     20      -0.33129       -0.96761       0.12196
    1999     8     21      -0.31562       -0.98304       0.12494
    1999     8     22      -0.29496       -0.98944       0.12494
    1999     8     23      -0.27857        -1.0045       0.12614
    1999     8     24       -0.2617        -1.0193       0.12735
    1999     8     25      -0.24432        -1.0335        0.1304
    1999     8     26      -0.22836        -1.0473       0.13162
    1999     8     27      -0.21014        -1.0613       0.13284
    1999     8     28      -0.19334        -1.0745       0.13406
    1999     8     29      -0.17615        -1.0876       0.13527
    1999     8     30      -0.15855        -1.1003       0.13649
    1999     8     31      -0.14057        -1.1127       0.13771
    1999     9      1       -0.1222        -1.1249       0.13893
    1999     9      2      -0.10543        -1.1365       0.14015
    1999     9      3     -0.088331         -1.148       0.14137
    1999     9      4     -0.068871        -1.1592       0.14259
    1999     9      5     -0.051087        -1.1701       0.14381
    1999     9      6      -0.03504        -1.1806       0.14502
    1999     9      7      -0.01663        -1.1909       0.14624
    1999     9      8     0.0020961         -1.201       0.14746
    1999     9      9       0.01902        -1.2108       0.14868
    1999     9     10      0.036217        -1.2203        0.1499
    1999     9     11      0.055843        -1.2298       0.14897
    1999     9     12      0.073596        -1.2388       0.15017
    1999     9     13      0.089434        -1.2477       0.15137
    1999     9     14       0.10769        -1.2562       0.15257
    1999     9     15       0.12621        -1.2644       0.15378
    1999     9     16       0.14275        -1.2727       0.15498
    1999     9     17       0.16179        -1.2807       0.15393
    1999     9     18       0.17879        -1.2884       0.15511
    1999     9     19         0.196         -1.296       0.15629
    1999     9     20       0.21342        -1.3033       0.15748
    1999     9     21       0.23105        -1.3104       0.15866
    1999     9     22       0.24894        -1.3175       0.15751
    1999     9     23       0.26467        -1.3245       0.15867
    1999     9     24       0.28289        -1.3309       0.15984
    1999     9     25       0.29898        -1.3376       0.16101
    1999     9     26       0.31994        -1.3534       0.16091
    1999     9     27       0.33648        -1.3596       0.16206
    1999     9     28       0.35318        -1.3657       0.16321
    1999     9     29       0.37005        -1.3715       0.16436
    1999     9     30       0.38716        -1.3774       0.16301
    1999    10      1       0.40435        -1.3828       0.16414
    1999    10      2        0.4217         -1.388       0.16528
    1999    10      3        0.4392         -1.393       0.16641
    1999    10      4       0.45449        -1.3988       0.16497
    1999    10      5       0.47229        -1.4034       0.16609
    1999    10      6       0.48777        -1.4086        0.1672
    1999    10      7       0.50584        -1.4128       0.16832
    1999    10      8       0.52512        -1.4272       0.16789
    1999    10      9       0.54106        -1.4319       0.16899
    1999    10     10       0.55964        -1.4354       0.17009
    1999    10     11       0.57595          -1.44       0.16848
    1999    10     12       0.59226        -1.4441       0.16956
    1999    10     13       0.60869         -1.448       0.17064
    1999    10     14       0.62524        -1.4518       0.17172
    1999    10     15       0.63948        -1.4568       0.17002
    1999    10     16       0.65624        -1.4602       0.17109
    1999    10     17       0.67311        -1.4634       0.17215
    1999    10     18       0.69022        -1.4668       0.17038
    1999    10     19       0.70474        -1.4709       0.17143
    1999    10     20        0.7263        -1.4826       0.17352
    1999    10     21       0.74107        -1.4864       0.17456
    1999    10     22       0.75606        -1.4903       0.17269
    1999    10     23       0.77362        -1.4925       0.17372
    1999    10     24       0.78866        -1.4958       0.17475
    1999    10     25       0.80393        -1.4993       0.17281
    1999    10     26       0.81914        -1.5024       0.17382
    1999    10     27       0.83705        -1.5039       0.17483
    1999    10     28       0.85243        -1.5067       0.17584
    1999    10     29       0.86804        -1.5096       0.17381
    1999    10     30       0.88358        -1.5121        0.1748
    1999    10     31       0.89919        -1.5144        0.1758
    1999    11      1       0.91239        -1.5185        0.1737
    1999    11      2       0.93334        -1.5291       0.17565
    1999    11      3       0.94924         -1.531       0.17663
    1999    11      4       0.96521        -1.5327        0.1776
    1999    11      5       0.98141        -1.5346        0.1754
    1999    11      6       0.99484        -1.5378       0.17636
    1999    11      7         1.011        -1.5391       0.17731
    1999    11      8        1.0246        -1.5421       0.17827
    1999    11      9         1.041        -1.5434       0.17598
    1999    11     10        1.0547        -1.5462       0.17692
    1999    11     11        1.0712         -1.547       0.17786
    1999    11     12        1.0851        -1.5497        0.1755
    1999    11     13        1.1017        -1.5502       0.17643
    1999    11     14        1.1156        -1.5525       0.17735
    1999    11     15        1.1296        -1.5547       0.17828
    1999    11     16        1.1438        -1.5571       0.17583
    1999    11     17        1.1606         -1.557       0.17673
    1999    11     18        1.1747        -1.5589       0.17764
    1999    11     19        1.1889        -1.5606       0.17855
    1999    11     20        1.2094        -1.5704        0.1769
    1999    11     21        1.2237        -1.5719       0.17779
    1999    11     22        1.2381        -1.5733       0.17868
    1999    11     23        1.2525        -1.5746       0.17957
    1999    11     24        1.2672         -1.576       0.17693
    1999    11     25        1.2817        -1.5771        0.1778
    1999    11     26        1.2962        -1.5781       0.17867
    1999    11     27        1.3109        -1.5789       0.17954
    1999    11     28        1.3257        -1.5799       0.17681
    1999    11     29        1.3404        -1.5806       0.17767
    1999    11     30        1.3551        -1.5811       0.17852
    1999    12      1        1.3699        -1.5815       0.17938
    1999    12      2        1.3822        -1.5844       0.17656
    1999    12      3        1.3971        -1.5847        0.1774
    1999    12      4         1.412        -1.5848       0.17823
    1999    12      5        1.4241        -1.5872       0.17907
    1999    12      6        1.4393        -1.5874       0.17617
    1999    12      7        1.4544        -1.5872       0.17699
    1999    12      8        1.4667        -1.5894       0.17781
    1999    12      9        1.4818         -1.589       0.17863
    1999    12     10        1.4943        -1.5913       0.17564
    1999    12     11        1.5095        -1.5907       0.17644
    1999    12     12        1.5247          -1.59       0.17724
    1999    12     13        1.5372        -1.5918       0.17804
    1999    12     14        1.5499        -1.5938       0.17496
    1999    12     15        1.5652        -1.5928       0.17575
    1999    12     16        1.5778        -1.5944       0.17653
    1999    12     17        1.5931        -1.5931       0.17732
    1999    12     18        1.6058        -1.5946        0.1781
    1999    12     19        1.6214        -1.5934       0.17492
    1999    12     20        1.6341        -1.5947       0.17569
    1999    12     21        1.6468        -1.5959       0.17645
    1999    12     22        1.6596         -1.597       0.17722
    1999    12     23        1.6753        -1.5954       0.17395
    1999    12     24        1.6882        -1.5964        0.1747
    1999    12     25         1.701        -1.5973       0.17545
    1999    12     26        1.7138        -1.5982        0.1762
    1999    12     27        1.7295         -1.596       0.17695
    1999    12     28        1.7427        -1.5968       0.17357
    1999    12     29        1.7556        -1.5975       0.17431
    1999    12     30        1.7686         -1.598       0.17504
    1999    12     31        1.7816        -1.5985       0.17577
    2000     1      1        1.7946        -1.5989        0.1765
    2000     1      2        1.8106        -1.5963       0.17302
    2000     1      3        1.8237        -1.5965       0.17374
    2000     1      4        1.8368        -1.5967       0.17445
    2000     1      5        1.8499        -1.5968       0.17517
    2000     1      6        1.8557        -1.5905        0.1709
    2000     1      7        1.8688        -1.5905        0.1716
    2000     1      8         1.882        -1.5904        0.1723
    2000     1      9        1.8952        -1.5902         0.173
    2000     1     10        1.9084          -1.59       0.17369
    2000     1     11        1.9218        -1.5899       0.17004
    2000     1     12        1.9351        -1.5895       0.17072
    2000     1     13        1.9483         -1.589        0.1714
    2000     1     14        1.9589        -1.5919       0.17208
    2000     1     15        1.9722        -1.5913       0.17276
    2000     1     16        1.9855        -1.5907       0.17344
    2000     1     17        1.9991        -1.5901       0.16966
    2000     1     18        2.0124        -1.5893       0.17032
    2000     1     19        2.0258        -1.5885       0.17099
    2000     1     20        2.0392        -1.5875       0.17165
    2000     1     21        2.0499        -1.5901       0.17231
    2000     1     22        2.0636        -1.5892       0.16843
    2000     1     23         2.077         -1.588       0.16907
    2000     1     24        2.0826        -1.5807       0.16907
    2000     1     25         2.096        -1.5795       0.16972
    2000     1     26        2.1068        -1.5818       0.17037
    2000     1     27        2.1205        -1.5806       0.16639
    2000     1     28         2.134        -1.5791       0.16702
    2000     1     29        2.1476        -1.5776       0.16765
    2000     1     30        2.1584        -1.5797       0.16828
    2000     1     31         2.172         -1.578       0.16891
    2000     2      1        2.1856        -1.5763       0.16953
    2000     2      2        2.1966        -1.5784       0.16544
    2000     2      3        2.2103        -1.5766       0.16605
    2000     2      4        2.2158        -1.5688       0.16605
    2000     2      5        2.2266        -1.5707       0.16666
    2000     2      6        2.2403        -1.5687       0.16727
    2000     2      7        2.2539        -1.5665       0.16788
    2000     2      8        2.2651        -1.5684       0.16369
    2000     2      9        2.2788        -1.5662       0.16428
    2000     2     10        2.2898        -1.5678       0.16487
    2000     2     11        2.3035        -1.5655       0.16546
    2000     2     12        2.3145         -1.567       0.16606
    2000     2     13        2.3285        -1.5647       0.16175
    2000     2     14        2.3339        -1.5565       0.16175
    2000     2     15        2.3449         -1.558       0.16233
    2000     2     16        2.3587        -1.5553       0.16291
    2000     2     17        2.3698        -1.5566       0.16348
    2000     2     18        2.3835        -1.5538       0.16406
    2000     2     19        2.3949        -1.5552       0.15965
    2000     2     20        2.4087        -1.5523       0.16021
    2000     2     21        2.4198        -1.5535       0.16077
    2000     2     22        2.4336        -1.5504       0.16132
    2000     2     23        2.4363        -1.5461       0.16132
    2000     2     24        2.4474        -1.5472       0.16188
    2000     2     25        2.4613         -1.544       0.16244
    2000     2     26        2.4727        -1.5451       0.15791
    2000     2     27        2.4865        -1.5417       0.15845
    2000     2     28        2.4977        -1.5426       0.15899
    2000     2     29        2.5116        -1.5391       0.15953
    2000     3      1        2.5143        -1.5347       0.15953
    2000     3      2        2.5255        -1.5355       0.16007
    2000     3      3        2.5396         -1.532       0.15544
    2000     3      4        2.5509        -1.5327       0.15596
    2000     3      5        2.5621        -1.5334       0.15648
    2000     3      6         2.576        -1.5295       0.15701
    2000     3      7        2.5873        -1.5301       0.15753
    2000     3      8        2.5926        -1.5211       0.15753
    2000     3      9        2.6039        -1.5216       0.15805
    2000     3     10        2.6154        -1.5222        0.1533
    2000     3     11        2.6293        -1.5181        0.1538
    2000     3     12        2.6406        -1.5184       0.15431
    2000     3     13         2.652        -1.5188       0.15481
    2000     3     14        2.6633        -1.5191       0.15532
    2000     3     15        2.6686        -1.5098       0.15532
    2000     3     16        2.6799          -1.51       0.15583
    2000     3     17        2.6915        -1.5104       0.15095
    2000     3     18        2.7055        -1.5058       0.15143
    2000     3     19        2.7168         -1.506       0.15192
    2000     3     20        2.7282         -1.506       0.15241
    2000     3     21        2.7308        -1.5013       0.15241
    2000     3     22        2.7448        -1.4965        0.1529
    2000     3     23        2.7562        -1.4965       0.15339
    2000     3     24        2.7678        -1.4966       0.14839
    2000     3     25        2.7792        -1.4965       0.14886
    2000     3     26        2.7932        -1.4915       0.14933
    2000     3     27        2.7958        -1.4866       0.14933
    2000     3     28        2.8073        -1.4864        0.1498
    2000     3     29        2.8187        -1.4861       0.15027
    2000     3     30        2.8301        -1.4858       0.15074
    2000     3     31        2.8444        -1.4807       0.14562
    2000     4      1         2.847        -1.4757       0.14562
    2000     4      2        2.8584        -1.4753       0.14607
    2000     4      3        2.8699        -1.4749       0.14652
    2000     4      4        2.8813        -1.4744       0.14698
    2000     4      5        2.8928         -1.474       0.14743
    2000     4      6        2.8979        -1.4638       0.14743
    2000     4      7        2.9094        -1.4633       0.14788
    2000     4      8        2.9211        -1.4628       0.14264
    2000     4      9        2.9326        -1.4621       0.14307
    2000     4     10        2.9441        -1.4615       0.14351
    2000     4     11        2.9466        -1.4563       0.14351
    2000     4     12        2.9581        -1.4556       0.14394
    2000     4     13        2.9696        -1.4548       0.14438
    2000     4     14        2.9837        -1.4488       0.14482
    2000     4     15        2.9954         -1.448       0.13945
    2000     4     16         2.998        -1.4428       0.13945
    2000     4     17        3.0095        -1.4419       0.13986
    2000     4     18         3.021        -1.4409       0.14028
    2000     4     19        3.0325          -1.44        0.1407
    2000     4     20        3.0441        -1.4389       0.14112
    2000     4     21        3.0466        -1.4336       0.14112
    2000     4     22        3.0581        -1.4325       0.14154
    2000     4     23        3.0699        -1.4315       0.13605
    2000     4     24        3.0815        -1.4304       0.13645
    2000     4     25         3.093        -1.4292       0.13685
    2000     4     26        3.0955        -1.4238       0.13685
    2000     4     27        3.1071        -1.4225       0.13725
    2000     4     28        3.1211        -1.4158       0.13765
    2000     4     29        3.1327        -1.4145       0.13805
    2000     4     30        3.1352         -1.409       0.13805
    2000     5      1        3.1467        -1.4076       0.13845
    2000     5      2        3.1585        -1.4063       0.13282
    2000     5      3        3.1701        -1.4048       0.13321
    2000     5      4        3.1817        -1.4033       0.13359
    2000     5      5        3.1842        -1.3977       0.13359
    2000     5      6        3.1957        -1.3962       0.13397
    2000     5      7        3.2073        -1.3946       0.13436
    2000     5      8        3.2189         -1.393       0.13474
    2000     5      9        3.2214        -1.3873       0.13474
    2000     5     10        3.2332        -1.3857       0.12899
    2000     5     11        3.2448         -1.384       0.12935
    2000     5     12        3.2564        -1.3823       0.12972
    2000     5     13        3.2588        -1.3766       0.12972
    2000     5     14         3.268        -1.3805       0.13009
    2000     5     15        3.2796        -1.3786       0.13045
    2000     5     16        3.2912        -1.3768       0.13082
    2000     5     17        3.2936         -1.371       0.13082
    2000     5     18        3.3053        -1.3691       0.13118
    2000     5     19        3.3171        -1.3672       0.12529
    2000     5     20        3.3287        -1.3652       0.12564
    2000     5     21        3.3311        -1.3594       0.12564
    2000     5     22        3.3427        -1.3573       0.12599
    2000     5     23        3.3544        -1.3552       0.12634
    2000     5     24         3.366        -1.3531       0.12669
    2000     5     25        3.3684        -1.3472       0.12669
    2000     5     26          3.38        -1.3451       0.12703
    2000     5     27        3.3916        -1.3428       0.12738
    2000     5     28        3.4035        -1.3407       0.12135
    2000     5     29        3.4058        -1.3347       0.12135
    2000     5     30        3.4151        -1.3384       0.12168
    2000     5     31        3.4267         -1.336       0.12201
    2000     6      1        3.4291          -1.33       0.12201
    2000     6      2        3.4407        -1.3277       0.12234
    2000     6      3        3.4523        -1.3252       0.12267
    2000     6      4         3.464        -1.3228       0.12301
    2000     6      5        3.4663        -1.3167       0.12301
    2000     6      6        3.4779        -1.3142       0.12334
    2000     6      7        3.4898        -1.3117       0.11716
    2000     6      8        3.4991        -1.3152       0.11748
    2000     6      9        3.5014        -1.3091       0.11748
    2000     6     10        3.5131        -1.3065       0.11779
    2000     6     11        3.5247        -1.3038        0.1181
    2000     6     12         3.527        -1.2977        0.1181
    2000     6     13        3.5386         -1.295       0.11842
    2000     6     14        3.5503        -1.2922       0.11873
    2000     6     15        3.5597        -1.2956       0.11905
    2000     6     16        3.5621        -1.2895       0.11244
    2000     6     17        3.5738        -1.2866       0.11273
    2000     6     18        3.5854        -1.2838       0.11303
    2000     6     19        3.5877        -1.2775       0.11303
    2000     6     20        3.5993        -1.2746       0.11333
    2000     6     21        3.6087        -1.2779       0.11362
    2000     6     22        3.6204        -1.2749       0.11392
    2000     6     23        3.6226        -1.2686       0.11392
    2000     6     24        3.6342        -1.2656       0.11422
    2000     6     25        3.6459        -1.2625       0.11451
    2000     6     26        3.6483        -1.2562       0.10778
    2000     6     27        3.6577        -1.2595       0.10806
    2000     6     28        3.6694        -1.2563       0.10834
    2000     6     29        3.6716        -1.2499       0.10834
    2000     6     30        3.6832        -1.2467       0.10862
    2000     7      1        3.6949        -1.2435       0.10889
    2000     7      2        3.7043        -1.2466       0.10917
    2000     7      3        3.7065        -1.2402       0.10917
    2000     7      4        3.7181        -1.2369       0.10945
    2000     7      5        3.7298        -1.2335       0.10973
    2000     7      6        3.7319         -1.227       0.10973
    2000     7      7        3.7416        -1.2302       0.10314
    2000     7      8        3.7533        -1.2268        0.1034
    2000     7      9        3.7554        -1.2202        0.1034
    2000     7     10         3.767        -1.2167       0.10366
    2000     7     11        3.7765        -1.2198       0.10392
    2000     7     12        3.7787        -1.2132       0.10392
    2000     7     13        3.7903        -1.2096       0.10418
    2000     7     14        3.8019         -1.206       0.10445
    2000     7     15         3.804        -1.1994       0.10445
    2000     7     16        3.8136        -1.2024       0.10471
    2000     7     17        3.8252        -1.1987       0.10497
    2000     7     18        3.8274        -1.1921      0.097973
    2000     7     19        3.8391        -1.1884      0.098217
    2000     7     20        3.8486        -1.1913      0.098462
    2000     7     21        3.8603        -1.1876      0.098706
    2000     7     22        3.8623        -1.1808      0.098706
    2000     7     23        3.8739         -1.177       0.09895
    2000     7     24        3.8835        -1.1799      0.099195
    2000     7     25        3.8856        -1.1731      0.099195
    2000     7     26        3.8972        -1.1692      0.099439
    2000     7     27        3.9067        -1.1721      0.099683
    2000     7     28        3.9088        -1.1653      0.099683
    2000     7     29        3.9206        -1.1613      0.092791
    2000     7     30        3.9322        -1.1573      0.093018
    2000     7     31        3.9322        -1.1573      0.093018
    2000     8      1        3.9438        -1.1532      0.093245
    2000     8      2        3.9554        -1.1491      0.093472
    2000     8      3        3.9574        -1.1422      0.093472
    2000     8      4         3.967         -1.145      0.093699
    2000     8      5         3.969        -1.1381      0.093699
    2000     8      6        3.9806        -1.1339      0.093926
    2000     8      7        3.9902        -1.1366      0.094152
    2000     8      8        3.9922        -1.1297      0.094152
    2000     8      9        4.0039        -1.1255       0.08712
    2000     8     10        4.0135        -1.1282       0.08733
    2000     8     11        4.0155        -1.1211       0.08733
    2000     8     12        4.0271        -1.1168      0.087539
    2000     8     13        4.0387        -1.1124      0.087749
    2000     8     14        4.0387        -1.1124      0.087749
    2000     8     15        4.0503         -1.108      0.087958
    2000     8     16        4.0618        -1.1036      0.088168
    2000     8     17        4.0618        -1.1036      0.088168
    2000     8     18        4.0734        -1.0991      0.088377
    2000     8     19         4.085        -1.0946      0.088586
    2000     8     20         4.085        -1.0946      0.088586
    2000     8     21        4.0967          -1.09      0.081397
    2000     8     22        4.0986        -1.0829      0.081397
    2000     8     23        4.1082        -1.0854      0.081589
    2000     8     24        4.1198        -1.0808      0.081781
    2000     8     25        4.1217        -1.0736      0.081781
    2000     8     26        4.1314        -1.0761      0.081973
    2000     8     27        4.1429        -1.0714      0.082165
    2000     8     28        4.1448        -1.0642      0.082165
    2000     8     29        4.1545        -1.0667      0.082357
    2000     8     30         4.166        -1.0619      0.082549
    2000     8     31        4.1678        -1.0546      0.082549
    2000     9      1        4.1775        -1.0571      0.082741
    2000     9      2        4.1794        -1.0498      0.082741
    2000     9      3         4.191        -1.0449      0.075394
    2000     9      4        4.2007        -1.0474      0.075569
    2000     9      5        4.2026          -1.04      0.075569
    2000     9      6        4.2141        -1.0351      0.075743
    2000     9      7        4.2238        -1.0375      0.075918
    2000     9      8        4.2256        -1.0301      0.075918
    2000     9      9        4.2371        -1.0251      0.076092
    2000     9     10        4.2371        -1.0251      0.076092
    2000     9     11        4.2486          -1.02      0.076267
    2000     9     12        4.2583        -1.0223      0.076442
    2000     9     13        4.2601        -1.0149      0.076442
    2000     9     14        4.2716        -1.0098      0.076616
    2000     9     15        4.2813        -1.0121      0.076791
    2000     9     16        4.2832        -1.0046      0.069112
    2000     9     17        4.2947       -0.99941      0.069269
    2000     9     18        4.2947       -0.99941      0.069269
    2000     9     19        4.3062       -0.99416      0.069426
    2000     9     20        4.3159       -0.99641      0.069583
    2000     9     21        4.3177       -0.98888      0.069583
    2000     9     22        4.3291       -0.98355       0.06974
    2000     9     23        4.3291       -0.98355       0.06974
    2000     9     24        4.3406       -0.97819      0.069898
    2000     9     25        4.3503       -0.98039      0.070055
    2000     9     26        4.3521        -0.9728      0.070055
    2000     9     27        4.3635       -0.96737      0.070212
    2000     9     28        4.3635       -0.96737      0.070212
    2000     9     29        4.3751       -0.96192      0.062551
    2000     9     30        4.3865       -0.95641       0.06269
    2000    10      1        4.3865       -0.95641       0.06269
    2000    10      2        4.3979       -0.95087       0.06283
    2000    10      3        4.3979       -0.95087       0.06283
    2000    10      4        4.4094       -0.94529      0.062969
    2000    10      5        4.4208       -0.93967      0.063109
    2000    10      6        4.4208       -0.93967      0.063109
    2000    10      7        4.4322       -0.93401      0.063249
    2000    10      8        4.4322       -0.93401      0.063249
    2000    10      9        4.4436       -0.92832      0.063388
    2000    10     10        4.4534       -0.93037      0.063528
    2000    10     11         4.455       -0.92259      0.063528
    2000    10     12        4.4664       -0.91683      0.063668
    2000    10     13        4.4665       -0.91685       0.05571
    2000    10     14        4.4779       -0.91104      0.055832
    2000    10     15        4.4877       -0.91304      0.055954
    2000    10     16        4.4893        -0.9052      0.055954
    2000    10     17        4.5007       -0.89933      0.056076
    2000    10     18        4.5007       -0.89933      0.056076
    2000    10     19        4.5121       -0.89341      0.056198
    2000    10     20        4.5219       -0.89535       0.05632
    2000    10     21        4.5234       -0.88746       0.05632
    2000    10     22        4.5332       -0.88939      0.056443
    2000    10     23        4.5348       -0.88147      0.056443
    2000    10     24        4.5461       -0.87545      0.056565
    2000    10     25        4.5461       -0.87545      0.056565
    2000    10     26        4.5575       -0.86938      0.056687
    2000    10     27        4.5674       -0.87128      0.048694
    2000    10     28        4.5689        -0.8633      0.048694
    2000    10     29        4.5787       -0.86516      0.048799
    2000    10     30        4.5802       -0.85717      0.048799
    2000    10     31        4.5901       -0.85901      0.048903
    2000    11      1        4.5915       -0.85099      0.048903
    2000    11      2        4.6029       -0.84478      0.049008
    2000    11      3        4.6127       -0.84659      0.049113
    2000    11      4        4.6142       -0.83854      0.049113
    2000    11      5         4.624       -0.84032      0.049217
    2000    11      6        4.6255       -0.83225      0.049217
    2000    11      7        4.6353       -0.83402      0.049322
    2000    11      8        4.6368       -0.82593      0.049322
    2000    11      9        4.6466       -0.82769      0.049427
    2000    11     10        4.6579       -0.82131      0.049532
    2000    11     11         4.658       -0.82132      0.041277
    2000    11     12        4.6692       -0.81491      0.041364
    2000    11     13        4.6692       -0.81491      0.041364
    2000    11     14        4.6805       -0.80846      0.041451
    2000    11     15        4.6819       -0.80029      0.041451
    2000    11     16        4.6918       -0.80198      0.041538
    2000    11     17         4.703       -0.79546      0.041626
    2000    11     18         4.703       -0.79546      0.041626
    2000    11     19        4.7143        -0.7889      0.041713
    2000    11     20        4.7143        -0.7889      0.041713
    2000    11     21        4.7255        -0.7823        0.0418
    2000    11     22        4.7255        -0.7823        0.0418
    2000    11     23        4.7367       -0.77567      0.041887
    2000    11     24        4.7466       -0.77728      0.041975
    2000    11     25        4.7479         -0.769      0.041975
    2000    11     26        4.7579       -0.77061       0.03365
    2000    11     27        4.7592        -0.7623       0.03365
    2000    11     28        4.7691       -0.76388      0.033719
    2000    11     29        4.7704       -0.75556      0.033719
    2000    11     30        4.7803       -0.75712      0.033789
    2000    12      1        4.7816       -0.74878      0.033789
    2000    12      2        4.7915       -0.75033      0.033859
    2000    12      3        4.8027       -0.74349      0.033929
    2000    12      4        4.8027       -0.74349      0.033929
    2000    12      5        4.8138       -0.73662      0.033999
    2000    12      6        4.8138       -0.73662      0.033999
    2000    12      7         4.825       -0.72971      0.034069
    2000    12      8         4.825       -0.72971      0.034069
    2000    12      9        4.8362       -0.72277      0.034138
    2000    12     10        4.8362       -0.72277      0.034138
    2000    12     11        4.8473       -0.71579      0.034208
    2000    12     12        4.8573       -0.71726      0.025709
    2000    12     13        4.8585       -0.70878      0.025709
    2000    12     14        4.8684       -0.71022      0.025761
    2000    12     15        4.8696       -0.70172      0.025761
    2000    12     16        4.8795       -0.70315      0.025813
